Order Reference,Order Date,Delivery Date,Customer,Salesperson,Status,Product,Product Name,Product Qty,Unit Price,Subtotal,id,phone,email,user_id/login,street,city,country_id/id,Name,Variant Tags,Variant Values,Internal Reference,Sales Price,Cost_y,Activity Exception Decoration
SO06694,2026-05-27,2026-09-05,Hahn-Anderson,Joshua Jenkins,Sales Order,NEW_SKU_1068,Matrix next-generation portals,6,695.02,4170.12,,,,,,,,Product NEW_SKU_1068,Material,200W,INT-9419,609.19,358.74,success
SO06695,2026-12-12,2027-03-14,Glenn-Valencia,Steven Ramos,Sales Order,NEW_SKU_1083,Grow best-of-breed mindshare,35,505.39,17688.649999999998,,,,,,,,Product NEW_SKU_1083,Material,200W,INT-3105,524.17,421.78,success
SO06696,2026-05-05,2026-05-17,"Fowler, Moss and Richmond",Kiara Gross,Sales Order,NEW_SKU_1020,Synthesize front-end info-mediaries,12,716.55,8598.599999999999,,,,,,,,Product NEW_SKU_1020,Color,Steel,INT-6145,640.34,633.39,error
SO06697,2025-02-28,2025-06-25,"Curtis, Jones and Olsen",Dylan Sanders,Sales Order,NEW_SKU_1086,Productize back-end info-mediaries,78,932.37,72724.86,,,,,,,,Product NEW_SKU_1086,Color,Large,INT-1739,768.76,285.64,info
SO06698,2026-08-05,2026-09-12,Warren Ltd,Ronald Gray,Sales Order,NEW_SKU_1029,Implement front-end architectures,38,762.29,28967.019999999997,,,,,,,,Product NEW_SKU_1029,Color,Large,INT-6850,906.57,671.36,warning
SO06699,2025-08-25,2025-10-10,Mcgee PLC,Justin Spencer,Sales Order,NEW_SKU_1073,Visualize intuitive applications,5,407.32,2036.6,,,,,,,,Product NEW_SKU_1073,Size,Large,INT-8637,341.04,334.78,error
SO06700,2025-09-13,2025-11-22,Brown-Martinez,James Mcintosh,Sales Order,NEW_SKU_1038,Facilitate impactful models,26,559.98,14559.48,,,,,,,,Product NEW_SKU_1038,Power,Large,INT-6708,506.14,384.52,warning
SO06701,2025-04-30,2025-05-07,Meadows LLC,Margaret Fowler,Sales Order,NEW_SKU_1098,Leverage rich partnerships,47,244.26,11480.22,,,,,,,,Product NEW_SKU_1098,Power,Steel,INT-1998,263.96,117.51,warning
SO06702,2026-11-28,2027-02-17,Nixon PLC,Dennis Smith,Sales Order,NEW_SKU_1062,Orchestrate out-of-the-box convergence,85,965.82,82094.7,,,,,,,,Product NEW_SKU_1062,Power,200W,INT-2083,810.94,433.93,info
SO06703,2026-02-12,2026-04-26,Graves LLC,Olivia Martin DDS,Sales Order,NEW_SKU_1029,Architect vertical e-tailers,46,107.49,4944.54,,,,,,,,Product NEW_SKU_1029,Material,Large,INT-9114,114.39,48.98,warning
SO06704,2026-11-04,2026-12-27,"Davis, Harris and Walton",Sandra Harris,Sales Order,NEW_SKU_1031,Enable enterprise eyeballs,54,524.02,28297.079999999998,,,,,,,,Product NEW_SKU_1031,Color,Large,INT-5239,432.73,461.5,success
SO06705,2025-04-06,2025-05-26,Poole Ltd,Mrs. Stephanie Garcia,Sales Order,NEW_SKU_1095,Extend front-end infrastructures,33,328.93,10854.69,,,,,,,,Product NEW_SKU_1095,Color,200W,INT-8840,279.78,222.37,info
SO06706,2026-04-13,2026-06-16,Nguyen-Martin,Edward Reyes,Sales Order,NEW_SKU_1072,Reinvent global e-business,92,624.33,57438.36,,,,,,,,Product NEW_SKU_1072,Power,200W,INT-8514,710.93,479.07,warning
SO06707,2026-06-02,2026-09-04,Taylor-Shannon,Kelsey Jones,Sales Order,NEW_SKU_1023,Seize visionary markets,96,901.99,86591.04000000001,,,,,,,,Product NEW_SKU_1023,Power,Steel,INT-8518,808.53,471.15,error
SO06708,2025-06-26,2025-07-16,Washington-Joyce,Timothy Clark,Sales Order,NEW_SKU_1086,Strategize one-to-one architectures,36,994.78,35812.08,,,,,,,,Product NEW_SKU_1086,Material,Steel,INT-8707,1026.02,299.09,info
SO06709,2026-11-01,2027-02-28,Moran and Sons,Stephanie Jones,Sales Order,NEW_SKU_1039,Innovate viral communities,45,333.56,15010.2,,,,,,,,Product NEW_SKU_1039,Material,Steel,INT-5585,303.21,119.82,info
SO06710,2026-11-22,2027-02-02,Harris-Henderson,Rebecca Matthews,Sales Order,NEW_SKU_1014,Innovate best-of-breed portals,64,616.9,39481.6,,,,,,,,Product NEW_SKU_1014,Power,Steel,INT-9283,719.24,345.44,info
SO06711,2025-09-25,2025-10-14,Rowe-Hughes,Matthew Potts,Sales Order,NEW_SKU_1060,Brand transparent models,43,382.69,16455.67,,,,,,,,Product NEW_SKU_1060,Color,Red,INT-1965,411.66,157.69,error
SO06712,2025-11-10,2026-02-12,Anderson-Golden,Catherine Williams,Sales Order,NEW_SKU_1054,Harness global roi,100,344.25,34425.0,,,,,,,,Product NEW_SKU_1054,Power,Steel,INT-9801,347.46,297.94,info
SO06713,2026-12-17,2027-03-26,Hester-Hall,Hannah Arellano,Sales Order,NEW_SKU_1020,Facilitate visionary models,95,404.74,38450.3,,,,,,,,Product NEW_SKU_1020,Size,Steel,INT-3057,445.26,345.15,info
SO06714,2026-08-07,2026-09-17,"Moreno, Matthews and Garcia",Melissa Blake,Sales Order,NEW_SKU_1045,Matrix next-generation portals,58,124.27,7207.66,,,,,,,,Product NEW_SKU_1045,Material,Large,INT-4161,123.41,96.27,success
SO06715,2026-04-01,2026-04-19,"Mendoza, Tucker and Elliott",James Matthews,Sales Order,NEW_SKU_1066,Engineer intuitive systems,11,48.06,528.6600000000001,,,,,,,,Product NEW_SKU_1066,Material,Steel,INT-1757,51.2,37.83,warning
SO06716,2026-09-13,2026-09-21,"Elliott, Haynes and Patel",Sean Carpenter,Sales Order,NEW_SKU_1021,Seize killer portals,59,846.38,49936.42,,,,,,,,Product NEW_SKU_1021,Material,Steel,INT-7636,727.52,598.23,error
SO06717,2026-10-26,2026-12-11,Mills-Williams,Raven Hughes,Sales Order,NEW_SKU_1001,Unleash seamless synergies,48,598.38,28722.239999999998,,,,,,,,Product NEW_SKU_1001,Material,Red,INT-6347,523.87,185.53,info
SO06718,2025-07-08,2025-09-01,"Blair, Bates and Bryan",Christopher Rodriguez,Sales Order,NEW_SKU_1062,Visualize turn-key solutions,63,201.91,12720.33,,,,,,,,Product NEW_SKU_1062,Color,Large,INT-9805,234.71,63.48,success
SO06719,2025-02-12,2025-03-08,"Patterson, Cox and Garcia",Andrea Mendez,Sales Order,NEW_SKU_1028,Architect vertical e-tailers,36,506.5,18234.0,,,,,,,,Product NEW_SKU_1028,Color,200W,INT-3682,575.16,179.67,success
SO06720,2026-02-23,2026-04-03,"Moreno, Maldonado and Stevens",Angela Farmer DVM,Sales Order,NEW_SKU_1020,Productize distributed bandwidth,85,849.29,72189.65,,,,,,,,Product NEW_SKU_1020,Power,Red,INT-6296,692.18,296.62,info
SO06721,2025-02-18,2025-04-11,Anderson-White,Stephen Davis,Sales Order,NEW_SKU_1064,Engineer b2b solutions,35,284.52,9958.199999999999,,,,,,,,Product NEW_SKU_1064,Power,200W,INT-1959,305.65,115.66,success
SO06722,2025-08-01,2025-09-05,Potter-Klein,Tony Taylor,Sales Order,NEW_SKU_1092,Brand global web services,62,375.89,23305.18,,,,,,,,Product NEW_SKU_1092,Color,Steel,INT-6615,426.57,303.55,info
SO06723,2026-03-22,2026-05-04,"Mcdonald, Jimenez and Boyer",Ryan Bowen,Sales Order,NEW_SKU_1029,Orchestrate out-of-the-box convergence,67,375.78,25177.26,,,,,,,,Product NEW_SKU_1029,Material,200W,INT-2008,329.91,282.85,success
SO06724,2025-08-01,2025-09-14,Rodriguez-Richards,Susan Lawson,Sales Order,NEW_SKU_1001,Iterate cross-platform niches,79,873.39,68997.81,,,,,,,,Product NEW_SKU_1001,Power,Steel,INT-9352,989.99,710.52,warning
SO06725,2025-11-02,2025-12-03,Nelson-Delgado,Savannah Gross,Sales Order,NEW_SKU_1096,Re-intermediate dot-com schemas,98,538.53,52775.939999999995,,,,,,,,Product NEW_SKU_1096,Color,Red,INT-3786,626.06,454.06,warning
SO06726,2025-07-31,2025-09-06,Nguyen-Mcgee,Christopher Abbott,Sales Order,NEW_SKU_1084,Synergize bricks-and-clicks supply-chains,60,817.37,49042.2,,,,,,,,Product NEW_SKU_1084,Power,Steel,INT-5447,742.61,630.16,info
SO06727,2026-04-22,2026-06-18,Saunders Group,Mary Stephens,Sales Order,NEW_SKU_1056,Matrix wireless convergence,94,795.1,74739.40000000001,,,,,,,,Product NEW_SKU_1056,Size,Large,INT-5377,825.11,653.27,success
SO06728,2026-07-24,2026-09-01,Alvarez Group,Andrew Taylor,Sales Order,NEW_SKU_1048,Mesh plug-and-play markets,65,76.6,4979.0,,,,,,,,Product NEW_SKU_1048,Material,Steel,INT-2969,61.53,49.63,warning
SO06729,2026-09-30,2027-01-22,Castro-Coleman,Jesse Phillips,Sales Order,NEW_SKU_1021,Expedite dot-com relationships,3,416.52,1249.56,,,,,,,,Product NEW_SKU_1021,Material,200W,INT-5647,358.97,239.91,info
SO06730,2026-08-21,2026-09-26,Pearson-Johnson,Christina Allen,Sales Order,NEW_SKU_1085,Generate efficient action-items,37,279.65,10347.05,,,,,,,,Product NEW_SKU_1085,Size,200W,INT-7646,321.64,185.84,error
SO06731,2025-04-10,2025-05-28,Johnson-Sherman,James Edwards,Sales Order,NEW_SKU_1067,Expedite dot-com supply-chains,9,771.25,6941.25,,,,,,,,Product NEW_SKU_1067,Material,Large,INT-4381,619.26,599.3,error
SO06732,2026-06-01,2026-09-06,Murphy-Stewart,Pamela Miller,Sales Order,NEW_SKU_1085,Exploit frictionless metrics,20,963.68,19273.6,,,,,,,,Product NEW_SKU_1085,Color,Red,INT-4090,1120.82,787.18,info
SO06733,2025-09-01,2025-09-11,Roberts Group,Megan Simpson,Sales Order,NEW_SKU_1072,Enhance user-centric networks,88,725.04,63803.52,,,,,,,,Product NEW_SKU_1072,Power,Steel,INT-3058,843.52,396.86,success
SO06734,2026-03-17,2026-04-17,"Bradshaw, Fox and Powell",Terri Greer,Sales Order,NEW_SKU_1023,Iterate strategic applications,64,605.94,38780.16,,,,,,,,Product NEW_SKU_1023,Power,Red,INT-3184,573.13,227.43,info
SO06735,2025-08-06,2025-10-20,"Sherman, Walker and Alexander",Meredith Olson,Sales Order,NEW_SKU_1053,Envisioneer customized users,18,822.52,14805.36,,,,,,,,Product NEW_SKU_1053,Size,Steel,INT-2918,815.19,326.15,success
SO06736,2026-10-24,2027-01-30,"Valentine, Adams and Davis",Erik Church,Sales Order,NEW_SKU_1062,Deliver proactive e-services,99,570.24,56453.76,,,,,,,,Product NEW_SKU_1062,Color,Steel,INT-8420,492.26,410.27,error
SO06737,2026-05-30,2026-08-21,"Adams, Farmer and Parsons",Douglas Roberts,Sales Order,NEW_SKU_1053,Incentivize end-to-end metrics,43,872.47,37516.21,,,,,,,,Product NEW_SKU_1053,Power,Steel,INT-8298,734.21,289.25,success
SO06738,2025-01-20,2025-04-26,"Young, Morris and Hughes",Kelly King,Sales Order,NEW_SKU_1005,Implement front-end architectures,98,815.1,79879.8,,,,,,,,Product NEW_SKU_1005,Size,Steel,INT-4819,890.77,679.29,warning
SO06739,2025-02-15,2025-06-14,Butler-Tyler,Carol Martinez,Sales Order,NEW_SKU_1015,Enable magnetic niches,98,466.94,45760.12,,,,,,,,Product NEW_SKU_1015,Size,Red,INT-5718,502.59,232.5,warning
SO06740,2026-08-21,2026-09-03,Lawrence Group,Bethany Mcbride,Sales Order,NEW_SKU_1009,Implement front-end architectures,22,265.5,5841.0,,,,,,,,Product NEW_SKU_1009,Size,200W,INT-4353,282.89,188.28,info
SO06741,2026-09-30,2026-12-31,Navarro Ltd,Jacqueline Guzman,Sales Order,NEW_SKU_1076,Envisioneer front-end niches,8,197.05,1576.4,,,,,,,,Product NEW_SKU_1076,Power,200W,INT-4872,221.97,134.89,info
SO06742,2025-05-09,2025-08-21,Coleman-Patterson,Jared Howard,Sales Order,NEW_SKU_1078,Evolve strategic info-mediaries,86,123.48,10619.28,,,,,,,,Product NEW_SKU_1078,Material,Large,INT-4642,128.88,96.04,warning
SO06743,2026-07-26,2026-09-21,"Hall, Shields and Johnson",John Morgan,Sales Order,NEW_SKU_1056,Expedite dot-com supply-chains,93,587.12,54602.16,,,,,,,,Product NEW_SKU_1056,Material,Red,INT-6481,541.44,196.83,error
SO06744,2026-12-19,2027-04-07,"Gillespie, Donaldson and Lee",Dennis Smith,Sales Order,NEW_SKU_1076,Integrate mission-critical methodologies,29,468.63,13590.27,,,,,,,,Product NEW_SKU_1076,Size,Steel,INT-2370,513.66,225.19,error
SO06745,2026-03-04,2026-04-15,"Franco, Hill and Roberts",Christina Cunningham,Sales Order,NEW_SKU_1019,Facilitate impactful models,22,445.2,9794.4,,,,,,,,Product NEW_SKU_1019,Material,Steel,INT-5888,472.57,200.48,success
SO06746,2025-05-19,2025-07-15,Porter Inc,Mary Chang,Sales Order,NEW_SKU_1036,Enhance user-centric networks,38,115.01,4370.38,,,,,,,,Product NEW_SKU_1036,Size,Red,INT-6940,125.78,65.93,info
SO06747,2025-04-16,2025-08-14,Adams Ltd,Maxwell Hernandez,Sales Order,NEW_SKU_1074,Facilitate visionary models,66,224.22,14798.52,,,,,,,,Product NEW_SKU_1074,Size,200W,INT-9933,193.46,94.03,warning
SO06748,2026-11-24,2027-03-03,Archer LLC,Brandon Nelson,Sales Order,NEW_SKU_1018,Unleash cross-platform metrics,6,994.7,5968.200000000001,,,,,,,,Product NEW_SKU_1018,Material,Red,INT-4353,868.73,494.41,warning
SO06749,2025-06-29,2025-10-18,Novak-Cruz,Carlos Lopez,Sales Order,NEW_SKU_1046,Innovate best-of-breed portals,9,839.51,7555.59,,,,,,,,Product NEW_SKU_1046,Color,Large,INT-7566,887.82,709.72,success
SO06750,2026-11-27,2027-01-19,Nguyen-Mcgee,Patrick Diaz,Sales Order,NEW_SKU_1022,Synergize synergistic communities,44,466.17,20511.48,,,,,,,,Product NEW_SKU_1022,Size,Steel,INT-8676,386.3,279.24,info
SO06751,2025-12-27,2026-02-07,Heath-Walker,Amy Ryan,Sales Order,NEW_SKU_1026,Mesh plug-and-play markets,44,247.6,10894.4,,,,,,,,Product NEW_SKU_1026,Color,200W,INT-5494,256.03,204.2,info
SO06752,2025-09-05,2025-10-17,Ramos-Miller,Amanda Johnson,Sales Order,NEW_SKU_1054,Extend value-added mindshare,19,46.25,878.75,,,,,,,,Product NEW_SKU_1054,Color,200W,INT-3935,54.36,40.05,error
SO06753,2025-02-21,2025-04-21,Salinas LLC,Carlos Lopez,Sales Order,NEW_SKU_1045,Generate efficient action-items,11,81.27,893.9699999999999,,,,,,,,Product NEW_SKU_1045,Size,200W,INT-1946,65.04,65.93,error
SO06754,2026-09-26,2027-01-24,"Fox, Smith and Rodriguez",William Morris,Sales Order,NEW_SKU_1072,Cultivate open-source markets,68,649.58,44171.44,,,,,,,,Product NEW_SKU_1072,Material,Large,INT-6992,615.53,325.2,warning
SO06755,2025-12-24,2026-03-03,Leach LLC,Kelli Arnold,Sales Order,NEW_SKU_1031,Brand transparent models,25,329.06,8226.5,,,,,,,,Product NEW_SKU_1031,Color,Steel,INT-8740,274.47,147.67,warning
SO06756,2025-02-26,2025-03-04,Foster-Armstrong,Stacy Phillips,Sales Order,NEW_SKU_1030,Envisioneer front-end niches,71,180.67,12827.57,,,,,,,,Product NEW_SKU_1030,Power,200W,INT-3192,190.28,71.17,warning
SO06757,2026-04-09,2026-08-03,"Green, Aguirre and Carr",Jeffrey James,Sales Order,NEW_SKU_1045,Architect value-added vortals,92,917.67,84425.64,,,,,,,,Product NEW_SKU_1045,Size,Large,INT-1388,847.42,364.35,error
SO06758,2025-06-23,2025-08-19,"Jones, Martin and Atkins",Kathleen Reid,Sales Order,NEW_SKU_1063,Visualize turn-key solutions,99,323.3,32006.7,,,,,,,,Product NEW_SKU_1063,Size,200W,INT-8829,366.26,144.83,warning
SO06759,2026-07-05,2026-10-03,Klein Group,Howard Branch,Sales Order,NEW_SKU_1051,Strategize one-to-one architectures,35,768.45,26895.75,,,,,,,,Product NEW_SKU_1051,Size,Steel,INT-4004,872.44,278.12,error
SO06760,2026-07-18,2026-08-26,Petty LLC,Michael Goodman,Sales Order,NEW_SKU_1010,Envisioneer customized users,45,425.76,19159.2,,,,,,,,Product NEW_SKU_1010,Color,Large,INT-4594,505.58,275.45,error
SO06761,2026-02-16,2026-03-04,Potter-Smith,Julie Woods,Sales Order,NEW_SKU_1074,Leverage transparent vortals,29,129.93,3767.9700000000003,,,,,,,,Product NEW_SKU_1074,Material,200W,INT-1617,125.97,67.73,warning
SO06762,2026-04-18,2026-07-31,"Li, Gentry and Powell",Alexander Brown,Sales Order,NEW_SKU_1051,Evolve e-business functionalities,39,572.0,22308.0,,,,,,,,Product NEW_SKU_1051,Size,Large,INT-7069,580.23,349.8,warning
SO06763,2026-04-30,2026-06-23,Young Ltd,Amanda Walker,Sales Order,NEW_SKU_1000,Scale e-business e-commerce,6,670.57,4023.42,,,,,,,,Product NEW_SKU_1000,Material,Steel,INT-4338,735.44,550.51,info
SO06764,2025-05-20,2025-08-13,Burton-Donaldson,Alejandra Stewart,Sales Order,NEW_SKU_1052,Facilitate visionary models,49,354.14,17352.86,,,,,,,,Product NEW_SKU_1052,Power,Red,INT-3864,376.21,226.09,success
SO06765,2025-12-31,2026-04-11,"Smith, Ayers and Allen",Catherine Richard,Sales Order,NEW_SKU_1075,Reinvent global e-business,94,591.8,55629.2,,,,,,,,Product NEW_SKU_1075,Power,200W,INT-3857,608.18,220.57,success
SO06766,2025-04-27,2025-06-10,"Hurley, Campbell and Brewer",Heather Davis,Sales Order,NEW_SKU_1027,Generate efficient action-items,75,532.68,39950.99999999999,,,,,,,,Product NEW_SKU_1027,Power,Red,INT-9321,493.24,474.79,success
SO06767,2026-04-21,2026-07-05,"Gonzales, Wyatt and Aguilar",Jennifer Spence,Sales Order,NEW_SKU_1056,Matrix wireless convergence,29,750.27,21757.829999999998,,,,,,,,Product NEW_SKU_1056,Material,Large,INT-8045,677.39,593.88,error
SO06768,2026-09-10,2026-12-31,"Decker, Smith and Johnson",Brenda Brown,Sales Order,NEW_SKU_1056,Deliver 24/365 channels,54,511.62,27627.48,,,,,,,,Product NEW_SKU_1056,Size,200W,INT-7288,593.65,231.3,warning
SO06769,2026-05-25,2026-07-16,Schultz Group,Tony Smith,Sales Order,NEW_SKU_1071,Synthesize robust e-commerce,38,162.23,6164.74,,,,,,,,Product NEW_SKU_1071,Material,Large,INT-2921,191.65,51.27,info
SO06770,2026-02-19,2026-05-14,"Parker, Eaton and Sims",Kimberly Miller,Sales Order,NEW_SKU_1094,Synergize synergistic communities,100,284.81,28481.0,,,,,,,,Product NEW_SKU_1094,Color,Red,INT-5806,284.42,87.18,success
SO06771,2026-12-24,2027-02-21,Gonzalez-Hartman,Hayden Mckenzie,Sales Order,NEW_SKU_1055,Engineer intuitive systems,39,74.52,2906.2799999999997,,,,,,,,Product NEW_SKU_1055,Material,200W,INT-4221,70.86,25.9,error
SO06772,2026-09-08,2026-12-24,Garcia-Russell,Brandon Dean,Sales Order,NEW_SKU_1012,Scale leading-edge roi,57,744.44,42433.08,,,,,,,,Product NEW_SKU_1012,Material,Red,INT-1830,714.02,297.71,success
SO06773,2026-11-28,2027-03-12,Henson-Washington,Scott Oneill,Sales Order,NEW_SKU_1094,Re-contextualize intuitive platforms,41,443.02,18163.82,,,,,,,,Product NEW_SKU_1094,Size,200W,INT-4090,371.58,263.41,success
SO06774,2025-03-21,2025-05-28,Gray Inc,Travis Mcguire,Sales Order,NEW_SKU_1006,Whiteboard 24/7 deliverables,33,824.06,27193.98,,,,,,,,Product NEW_SKU_1006,Power,200W,INT-8943,845.58,660.4,error
SO06775,2025-01-11,2025-01-18,Jackson LLC,Stacy Phillips,Sales Order,NEW_SKU_1072,Re-contextualize viral users,85,845.69,71883.65000000001,,,,,,,,Product NEW_SKU_1072,Power,Large,INT-2241,712.27,509.43,info
SO06776,2026-02-15,2026-03-11,Harris-Holden,Dustin Chavez,Sales Order,NEW_SKU_1024,Architect vertical e-tailers,95,930.96,88441.2,,,,,,,,Product NEW_SKU_1024,Material,Steel,INT-9358,810.13,837.75,info
SO06777,2026-07-24,2026-08-25,Hernandez-Davidson,Gregory Mitchell,Sales Order,NEW_SKU_1074,Scale b2b niches,24,852.64,20463.36,,,,,,,,Product NEW_SKU_1074,Power,Large,INT-9955,991.17,435.84,warning
SO06778,2025-03-27,2025-07-17,"Cannon, Hall and Meyer",Hannah Beck,Sales Order,NEW_SKU_1099,Iterate granular content,51,682.04,34784.04,,,,,,,,Product NEW_SKU_1099,Material,200W,INT-3408,571.96,463.63,error
SO06779,2025-04-03,2025-06-04,Jenkins-Martin,Brian Cantrell,Sales Order,NEW_SKU_1016,Re-intermediate dot-com schemas,18,677.41,12193.38,,,,,,,,Product NEW_SKU_1016,Power,Steel,INT-9059,729.15,541.1,info
SO06780,2025-10-16,2025-10-27,Edwards-Robertson,Kathryn Reyes,Sales Order,NEW_SKU_1044,Innovate best-of-breed portals,60,322.7,19362.0,,,,,,,,Product NEW_SKU_1044,Power,Red,INT-8901,384.12,227.45,success
SO06781,2025-08-08,2025-10-07,Jimenez-Meyer,Laura Watkins,Sales Order,NEW_SKU_1040,Seize global deliverables,68,845.71,57508.28,,,,,,,,Product NEW_SKU_1040,Power,Large,INT-9287,767.32,297.56,error
SO06782,2026-09-27,2027-01-03,Williams-Singleton,Christopher Adkins,Sales Order,NEW_SKU_1007,Evolve e-business functionalities,44,642.56,28272.64,,,,,,,,Product NEW_SKU_1007,Size,200W,INT-7065,736.93,349.46,info
SO06783,2025-05-30,2025-09-26,"Vasquez, White and Paul",Lindsay White,Sales Order,NEW_SKU_1025,Synthesize robust e-commerce,98,207.58,20342.84,,,,,,,,Product NEW_SKU_1025,Power,200W,INT-5216,220.62,90.39,error
SO06784,2026-04-25,2026-06-13,Hughes-Carrillo,Benjamin Richards,Sales Order,NEW_SKU_1098,Deliver 24/365 channels,3,321.73,965.19,,,,,,,,Product NEW_SKU_1098,Power,Steel,INT-5841,374.37,198.46,warning
SO06785,2026-05-19,2026-08-06,Church-Green,Douglas Stone,Sales Order,NEW_SKU_1041,Matrix next-generation portals,68,186.04,12650.72,,,,,,,,Product NEW_SKU_1041,Size,Large,INT-7636,198.59,163.08,info
SO06786,2025-10-09,2026-01-21,"Schultz, Parker and Wiggins",Kimberly Miller,Sales Order,NEW_SKU_1055,Deploy innovative partnerships,58,934.74,54214.92,,,,,,,,Product NEW_SKU_1055,Color,Large,INT-5475,846.4,626.33,info
SO06787,2026-02-10,2026-03-23,Black Inc,John Wheeler,Sales Order,NEW_SKU_1087,Implement front-end architectures,39,555.56,21666.839999999997,,,,,,,,Product NEW_SKU_1087,Material,Large,INT-2275,445.7,425.16,info
SO06788,2026-10-19,2026-12-21,Morgan-Austin,Jessica Garcia,Sales Order,NEW_SKU_1043,Synthesize robust e-commerce,27,189.35,5112.45,,,,,,,,Product NEW_SKU_1043,Material,Large,INT-2862,210.65,153.53,success
SO06789,2026-02-08,2026-05-07,Foster-Armstrong,Justin Patterson,Sales Order,NEW_SKU_1086,Iterate cross-platform niches,21,280.77,5896.17,,,,,,,,Product NEW_SKU_1086,Size,Large,INT-1137,259.6,224.88,error
SO06790,2025-02-05,2025-03-27,Sexton-Sawyer,Jonathan Frazier,Sales Order,NEW_SKU_1001,Architect value-added vortals,78,691.35,53925.3,,,,,,,,Product NEW_SKU_1001,Size,Large,INT-2768,564.56,443.64,success
SO06791,2026-08-31,2026-09-14,"Martin, Young and Hansen",Ms. Hannah Roy MD,Sales Order,NEW_SKU_1027,Synergize bleeding-edge relationships,81,309.59,25076.789999999997,,,,,,,,Product NEW_SKU_1027,Material,Red,INT-5475,365.8,142.75,success
SO06792,2025-06-01,2025-09-24,"Smith, Mercado and Nelson",Debra Gonzalez,Sales Order,NEW_SKU_1027,Reinvent 24/365 niches,70,833.25,58327.5,,,,,,,,Product NEW_SKU_1027,Material,Steel,INT-3064,856.89,635.99,success
SO06793,2026-11-21,2027-02-24,Rhodes-Becker,Mr. Mark Williams,Sales Order,NEW_SKU_1082,Deliver proactive e-services,99,521.27,51605.729999999996,,,,,,,,Product NEW_SKU_1082,Power,Large,INT-9521,444.72,250.09,warning
SO06794,2026-06-05,2026-08-13,Holland-Palmer,Janet Lucas,Sales Order,NEW_SKU_1096,Evolve e-business functionalities,64,599.3,38355.2,,,,,,,,Product NEW_SKU_1096,Power,Red,INT-1933,491.39,183.76,error
SO06795,2025-11-19,2026-01-31,Price-Martinez,Madeline Stephens,Sales Order,NEW_SKU_1066,Facilitate visionary models,77,605.64,46634.28,,,,,,,,Product NEW_SKU_1066,Color,Steel,INT-5528,646.17,507.7,error
SO06796,2025-05-06,2025-06-29,"Moore, Evans and Williams",Sandra Jones,Sales Order,NEW_SKU_1013,Enable enterprise eyeballs,38,556.74,21156.12,,,,,,,,Product NEW_SKU_1013,Color,200W,INT-6524,514.74,410.89,info
SO06797,2026-12-31,2027-02-21,Atkinson Ltd,Steve Haynes,Sales Order,NEW_SKU_1060,Matrix wireless convergence,51,806.51,41132.01,,,,,,,,Product NEW_SKU_1060,Material,200W,INT-5550,959.36,363.05,info
SO06798,2026-06-15,2026-07-27,Sanchez Inc,John Campbell,Sales Order,NEW_SKU_1092,Orchestrate viral synergies,45,346.76,15604.199999999999,,,,,,,,Product NEW_SKU_1092,Size,200W,INT-9325,414.81,115.43,info
SO06799,2026-03-31,2026-04-20,Castaneda-Oconnor,Brendan Evans,Sales Order,NEW_SKU_1080,Monetize dynamic schemas,6,13.72,82.32000000000001,,,,,,,,Product NEW_SKU_1080,Color,Large,INT-4614,11.68,4.94,warning
SO06800,2026-02-03,2026-02-19,Ayala-Hayes,Kayla Alexander,Sales Order,NEW_SKU_1005,Enhance user-centric networks,42,940.63,39506.46,,,,,,,,Product NEW_SKU_1005,Size,Red,INT-4613,952.54,797.09,error
SO06801,2025-02-04,2025-02-23,Ward-Martinez,Eric Smith,Sales Order,NEW_SKU_1006,Integrate one-to-one networks,40,853.2,34128.0,,,,,,,,Product NEW_SKU_1006,Material,200W,INT-5923,714.87,429.24,info
SO06802,2026-07-03,2026-09-28,Anderson-Wilson,Seth Willis,Sales Order,NEW_SKU_1000,Orchestrate out-of-the-box convergence,33,451.5,14899.5,,,,,,,,Product NEW_SKU_1000,Size,Red,INT-9533,370.45,198.24,error
SO06803,2026-07-17,2026-08-17,"Cruz, Cortez and Hill",Teresa Henderson,Sales Order,NEW_SKU_1019,Iterate granular content,72,293.16,21107.52,,,,,,,,Product NEW_SKU_1019,Color,200W,INT-5849,243.59,135.34,warning
SO06804,2025-02-13,2025-04-01,"Wiley, George and Robles",Jessica Madden,Sales Order,NEW_SKU_1023,Facilitate visionary models,37,203.12,7515.4400000000005,,,,,,,,Product NEW_SKU_1023,Color,Large,INT-2247,201.48,74.74,info
SO06805,2026-09-08,2026-11-05,"Robinson, Lee and Parker",Anthony Rosario,Sales Order,NEW_SKU_1001,Deliver 24/365 channels,81,628.83,50935.23,,,,,,,,Product NEW_SKU_1001,Power,Large,INT-5313,561.73,375.89,error
SO06806,2025-07-19,2025-07-24,Aguilar Group,Brandi Clark,Sales Order,NEW_SKU_1021,Brand customized technologies,6,718.13,4308.78,,,,,,,,Product NEW_SKU_1021,Size,Large,INT-2506,855.78,228.54,warning
SO06807,2025-04-19,2025-08-03,Harper-Finley,Kevin Combs,Sales Order,NEW_SKU_1024,Evolve strategic info-mediaries,70,321.03,22472.1,,,,,,,,Product NEW_SKU_1024,Material,200W,INT-2264,316.39,266.17,warning
